timestamp,temperature,humidity,co2,tvoc,eco2
2024-11-28 22:29:34.377457,23.001556396484375,41.4642333984375,880,0,400
2024-11-28 22:29:38.980372,23.07098388671875,42.0654296875,870,37,499
2024-11-28 22:29:43.667078,23.012237548828125,42.4774169921875,865,30,505
2024-11-28 22:29:48.349155,22.93212890625,42.8619384765625,839,25,524
2024-11-28 22:29:52.896037,22.8466796875,43.231201171875,834,16,502
2024-11-28 22:29:57.574902,22.779922485351562,43.55926513671875,818,19,535
2024-11-28 22:30:02.247920,22.721176147460938,43.84765625,816,5,522
2024-11-28 22:30:06.905437,22.651748657226562,44.10247802734375,813,0,511
2024-11-28 22:30:11.586901,22.571640014648438,44.37255859375,811,27,592
2024-11-28 22:30:16.220771,22.539596557617188,44.63043212890625,809,25,587
2024-11-28 22:30:20.884007,22.502212524414062,44.85015869140625,810,22,566
2024-11-28 22:30:25.579160,22.443466186523438,45.03936767578125,809,17,576
2024-11-28 22:30:30.225762,22.390060424804688,45.20721435546875,809,4,543
2024-11-28 22:30:34.796762,22.3553466796875,45.294189453125,808,0,538
2024-11-28 22:30:39.534775,22.341995239257812,45.4345703125,808,2,549
2024-11-28 22:30:44.108051,22.264556884765625,45.51849365234375,805,0,520
2024-11-28 22:30:48.757859,22.23785400390625,45.64971923828125,806,2,540
2024-11-28 22:30:53.429950,22.2271728515625,45.73516845703125,806,1,526
2024-11-28 22:30:58.107683,22.23785400390625,45.770263671875,805,0,521
2024-11-28 22:31:02.746604,22.19512939453125,45.80841064453125,804,0,495
2024-11-28 22:31:07.416869,22.19512939453125,45.81756591796875,803,0,535
2024-11-28 22:31:12.088852,22.1844482421875,45.8526611328125,803,12,573
2024-11-28 22:31:16.695906,22.192459106445312,45.9747314453125,803,0,525
2024-11-28 22:31:21.445288,22.17376708984375,46.038818359375,800,31,615
2024-11-28 22:31:25.985882,22.15240478515625,46.15936279296875,803,48,640
2024-11-28 22:31:30.725758,22.171096801757812,46.25701904296875,804,34,625
2024-11-28 22:31:35.336528,22.187118530273438,46.33026123046875,806,31,623
2024-11-28 22:31:39.953825,22.187118530273438,46.380615234375,809,30,615
2024-11-28 22:31:44.622483,22.165756225585938,46.35009765625,810,20,564
2024-11-28 22:31:49.382637,22.179107666015625,46.3287353515625,814,0,513
2024-11-28 22:31:53.935348,22.205810546875,46.31805419921875,815,0,502
2024-11-28 22:31:58.558382,22.208480834960938,46.29058837890625,814,0,511
2024-11-28 22:32:03.208699,22.208480834960938,46.29058837890625,816,0,511
2024-11-28 22:32:07.967059,22.197799682617188,46.32568359375,817,0,523
2024-11-28 22:32:12.555949,22.197799682617188,46.30584716796875,817,0,541
2024-11-28 22:32:17.201246,22.17376708984375,46.30126953125,816,0,536
2024-11-28 22:32:21.834357,22.1844482421875,46.2860107421875,815,0,520
2024-11-28 22:32:26.544162,22.144393920898438,46.319580078125,818,0,491
2024-11-28 22:32:31.169457,22.160415649414062,46.35162353515625,819,0,494
2024-11-28 22:32:35.883979,22.1417236328125,46.3653564453125,820,0,509
2024-11-28 22:32:40.482723,22.157745361328125,46.34857177734375,822,0,513
2024-11-28 22:32:45.241274,22.168426513671875,46.3836669921875,819,0,517
2024-11-28 22:32:49.783925,22.160415649414062,46.34246826171875,817,0,523
2024-11-28 22:32:54.405673,22.1844482421875,46.36688232421875,817,4,558
2024-11-28 22:32:59.077993,22.205810546875,46.44775390625,820,13,565
2024-11-28 22:33:03.785012,22.219161987304688,46.4080810546875,819,15,567
2024-11-28 22:33:08.346713,22.23785400390625,46.32415771484375,821,9,553
2024-11-28 22:33:13.085530,22.232513427734375,46.38671875,823,11,558
2024-11-28 22:33:17.655333,22.24853515625,46.36993408203125,823,12,566
2024-11-28 22:33:22.352022,22.272567749023438,46.35467529296875,824,6,547
2024-11-28 22:33:27.018936,22.293930053710938,46.31500244140625,825,0,539
2024-11-28 22:33:31.683263,22.304611206054688,46.25091552734375,825,0,517
2024-11-28 22:33:36.354407,22.320632934570312,46.22344970703125,825,0,502
2024-11-28 22:33:41.011529,22.317962646484375,46.209716796875,827,0,504
2024-11-28 22:33:45.706167,22.32330322265625,46.14715576171875,828,0,500
2024-11-28 22:33:50.234127,22.352676391601562,46.14105224609375,831,0,490
2024-11-28 22:33:54.887528,22.358016967773438,46.12884521484375,830,0,488
2024-11-28 22:33:59.593934,22.3980712890625,46.05712890625,829,0,481
2024-11-28 22:34:04.228887,22.368698120117188,45.99456787109375,830,0,491
2024-11-28 22:34:08.917446,22.395401000976562,45.96405029296875,831,0,490
2024-11-28 22:34:13.579736,22.427444458007812,45.93048095703125,833,0,476
2024-11-28 22:34:18.304988,22.432785034179688,45.8892822265625,833,0,486
2024-11-28 22:34:22.889502,22.438125610351562,45.8465576171875,834,0,475
2024-11-28 22:34:27.520841,22.470169067382812,45.80535888671875,834,0,482
2024-11-28 22:34:32.148014,22.5048828125,45.86639404296875,834,0,487
2024-11-28 22:34:36.828499,22.496871948242188,45.8343505859375,833,0,495
2024-11-28 22:34:41.497156,22.531585693359375,45.74737548828125,834,0,450
2024-11-28 22:34:46.080649,22.53692626953125,45.7550048828125,834,0,458
2024-11-28 22:34:50.800102,22.542266845703125,45.6939697265625,833,0,489
2024-11-28 22:34:55.508816,22.552947998046875,45.64971923828125,834,0,474
2024-11-28 22:35:00.080057,22.552947998046875,45.611572265625,835,0,435
2024-11-28 22:35:04.754178,22.59033203125,45.50933837890625,834,0,408
2024-11-28 22:35:09.385047,22.584991455078125,45.47119140625,835,0,434
2024-11-28 22:35:14.038544,22.598342895507812,45.45135498046875,837,0,449
2024-11-28 22:35:18.655685,22.625045776367188,45.44219970703125,836,3,498
2024-11-28 22:35:23.326689,22.62237548828125,45.3887939453125,838,0,409
2024-11-28 22:35:28.089647,22.635726928710938,45.2606201171875,836,0,416
2024-11-28 22:35:32.759154,22.619705200195312,45.21636962890625,836,0,408
2024-11-28 22:35:37.319994,22.662429809570312,45.1446533203125,835,0,400
2024-11-28 22:35:41.990833,22.66510009765625,45.1385498046875,837,0,404
2024-11-28 22:35:46.629931,22.673110961914062,45.1202392578125,836,0,400
2024-11-28 22:35:51.362206,22.68646240234375,45.0531005859375,834,0,407
2024-11-28 22:35:55.894863,22.705154418945312,45.0225830078125,832,0,406
2024-11-28 22:36:00.566138,22.723846435546875,45.001220703125,834,0,400
2024-11-28 22:36:05.312393,22.68646240234375,44.94476318359375,834,0,400
2024-11-28 22:36:09.946132,22.691802978515625,44.96307373046875,833,0,401
2024-11-28 22:36:14.534865,22.691802978515625,44.903564453125,833,0,407
2024-11-28 22:36:19.300104,22.699813842773438,44.89593505859375,831,0,405
2024-11-28 22:36:23.824395,22.702484130859375,44.93865966796875,832,0,437
2024-11-28 22:36:28.519775,22.75054931640625,44.9249267578125,836,6,476
2024-11-28 22:36:33.114325,22.766571044921875,44.95849609375,836,23,490
2024-11-28 22:36:37.830453,22.77191162109375,44.9676513671875,835,9,439
2024-11-28 22:36:42.533212,22.79327392578125,44.96917724609375,839,0,414
2024-11-28 22:36:47.189177,22.785263061523438,44.92950439453125,838,0,411
2024-11-28 22:36:51.719194,22.795944213867188,44.8944091796875,841,0,441
2024-11-28 22:36:56.395958,22.803955078125,44.903564453125,843,0,418
2024-11-28 22:37:01.076697,22.795944213867188,44.88372802734375,843,0,411
2024-11-28 22:37:05.738986,22.806625366210938,44.87762451171875,843,0,414
2024-11-28 22:37:10.411510,22.822647094726562,44.927978515625,847,11,467
2024-11-28 22:37:15.044436,22.803955078125,44.97222900390625,847,19,473
2024-11-28 22:37:19.757654,22.838668823242188,44.9493408203125,847,25,480
2024-11-28 22:37:24.384119,22.841339111328125,45.001220703125,845,28,478
2024-11-28 22:37:29.020457,22.827987670898438,44.9737548828125,849,30,490
2024-11-28 22:37:33.627529,22.830657958984375,44.99664306640625,850,34,492
2024-11-28 22:37:38.390325,22.862701416015625,44.95086669921875,852,27,479
2024-11-28 22:37:43.058495,22.862701416015625,44.940185546875,851,12,422
2024-11-28 22:37:47.629626,22.852020263671875,44.86846923828125,851,0,428
2024-11-28 22:37:52.354486,22.865371704101562,44.8272705078125,851,8,448
2024-11-28 22:37:57.015260,22.862701416015625,44.80438232421875,852,0,401
2024-11-28 22:38:01.568769,22.8466796875,44.72503662109375,853,0,400
2024-11-28 22:38:06.239232,22.873382568359375,44.769287109375,857,0,426
2024-11-28 22:38:10.895897,22.85736083984375,44.71893310546875,859,4,448
2024-11-28 22:38:15.571798,22.873382568359375,44.6807861328125,858,19,460
2024-11-28 22:38:20.264544,22.865371704101562,44.67010498046875,860,5,436
2024-11-28 22:38:24.828743,22.881393432617188,44.7113037109375,863,14,468
2024-11-28 22:38:29.462434,22.873382568359375,44.6624755859375,864,27,474
2024-11-28 22:38:34.154525,22.886734008789062,44.67926025390625,864,18,458
2024-11-28 22:38:38.776394,22.892074584960938,44.62738037109375,864,1,419
2024-11-28 22:38:43.469380,22.892074584960938,44.56939697265625,865,0,402
2024-11-28 22:38:48.174200,22.894744873046875,44.53277587890625,866,0,420
2024-11-28 22:38:52.829504,22.876052856445312,44.49005126953125,865,0,407
2024-11-28 22:38:57.359159,22.905426025390625,44.46868896484375,865,0,422
2024-11-28 22:39:02.037278,22.876052856445312,44.47021484375,867,0,400
2024-11-28 22:39:06.719757,22.862701416015625,44.42291259765625,868,0,415
2024-11-28 22:39:11.390842,22.894744873046875,44.47479248046875,869,0,400
2024-11-28 22:39:15.975039,22.889404296875,44.42901611328125,873,0,400
2024-11-28 22:39:20.692364,22.889404296875,44.41986083984375,874,10,446
2024-11-28 22:39:25.403986,22.902755737304688,44.45648193359375,875,17,459
2024-11-28 22:39:29.984357,22.90008544921875,44.52056884765625,876,11,443
2024-11-28 22:39:34.657949,22.90008544921875,44.3939208984375,876,4,404
2024-11-28 22:39:39.287042,22.93212890625,44.36798095703125,874,0,413
2024-11-28 22:39:43.934949,22.905426025390625,44.41070556640625,878,0,404
2024-11-28 22:39:48.552181,22.873382568359375,44.281005859375,876,0,400
2024-11-28 22:39:53.224436,22.886734008789062,44.3572998046875,876,3,438
2024-11-28 22:39:57.983265,22.892074584960938,44.38323974609375,876,12,433
2024-11-28 22:40:02.647533,22.873382568359375,44.35882568359375,879,5,406
2024-11-28 22:40:07.200973,22.865371704101562,44.30999755859375,879,0,400
2024-11-28 22:40:11.871884,22.897415161132812,44.30389404296875,880,0,400
2024-11-28 22:40:16.510053,22.876052856445312,44.22607421875,878,0,400
2024-11-28 22:40:21.182364,22.873382568359375,44.281005859375,879,0,400
2024-11-28 22:40:25.866658,22.865371704101562,44.2901611328125,879,0,400
2024-11-28 22:40:30.434901,22.873382568359375,44.2626953125,880,0,400
2024-11-28 22:40:35.177974,22.876052856445312,44.22607421875,878,1,431
2024-11-28 22:40:39.805363,22.889404296875,44.2535400390625,879,0,400
2024-11-28 22:40:44.490893,22.87872314453125,44.23065185546875,883,0,400
2024-11-28 22:40:49.173645,22.873382568359375,44.20318603515625,881,0,400
2024-11-28 22:40:53.844451,22.90008544921875,44.25811767578125,881,0,400
2024-11-28 22:40:58.488496,22.849349975585938,44.18182373046875,880,0,400
2024-11-28 22:41:03.048944,22.889404296875,44.23370361328125,880,0,400
2024-11-28 22:41:07.812262,22.905426025390625,44.22607421875,882,16,426
2024-11-28 22:41:12.355882,22.8680419921875,44.16656494140625,883,16,400
2024-11-28 22:41:17.073196,22.873382568359375,44.2230224609375,884,2,400
2024-11-28 22:41:21.669729,22.862701416015625,44.189453125,885,0,400
2024-11-28 22:41:26.311090,22.892074584960938,44.16961669921875,886,2,400
2024-11-28 22:41:31.022631,22.876052856445312,44.158935546875,886,0,400
2024-11-28 22:41:35.649590,22.862701416015625,44.140625,886,0,400
2024-11-28 22:41:40.339703,22.860031127929688,44.16656494140625,885,4,400
2024-11-28 22:41:45.004682,22.860031127929688,44.195556640625,887,4,400
2024-11-28 22:41:49.688592,22.870712280273438,44.20928955078125,889,18,422
2024-11-28 22:41:54.257553,22.8466796875,44.158935546875,889,17,420
2024-11-28 22:41:58.894097,22.865371704101562,44.183349609375,888,14,403
2024-11-28 22:42:03.552927,22.862701416015625,44.11163330078125,887,6,400
2024-11-28 22:42:08.192752,22.870712280273438,44.122314453125,888,0,400
2024-11-28 22:42:12.878625,22.8680419921875,44.07958984375,890,0,400
2024-11-28 22:42:17.549911,22.873382568359375,44.08721923828125,889,0,400
2024-11-28 22:42:22.227283,22.884063720703125,44.07196044921875,889,1,400
2024-11-28 22:42:26.889552,22.85736083984375,44.085693359375,890,12,400
2024-11-28 22:42:31.444402,22.854690551757812,44.091796875,889,14,413
2024-11-28 22:42:36.115434,22.841339111328125,44.0826416015625,889,23,429
2024-11-28 22:42:40.866664,22.830657958984375,44.097900390625,890,35,442
2024-11-28 22:42:45.423949,22.873382568359375,44.09637451171875,890,12,400
2024-11-28 22:42:50.099819,22.830657958984375,44.07958984375,890,1,400
2024-11-28 22:42:54.704866,22.8253173828125,44.1009521484375,892,0,400
2024-11-28 22:42:59.423912,22.838668823242188,44.10858154296875,894,1,400
2024-11-28 22:43:04.054897,22.822647094726562,44.1070556640625,894,0,400
2024-11-28 22:43:08.742441,22.819976806640625,44.0643310546875,895,5,402
2024-11-28 22:43:13.430413,22.844009399414062,44.1162109375,893,9,404
2024-11-28 22:43:18.103554,22.806625366210938,44.09637451171875,897,28,446
2024-11-28 22:43:22.753165,22.790603637695312,44.1131591796875,900,21,405
2024-11-28 22:43:27.302203,22.81463623046875,44.14520263671875,901,17,406
2024-11-28 22:43:32.048291,22.817306518554688,44.1192626953125,903,9,404
2024-11-28 22:43:36.703604,22.809295654296875,44.12841796875,904,22,421
2024-11-28 22:43:41.384362,22.795944213867188,44.16046142578125,905,11,406
2024-11-28 22:43:45.954913,22.787933349609375,44.22760009765625,905,16,402
2024-11-28 22:43:50.552342,22.766571044921875,44.27337646484375,907,6,400
2024-11-28 22:43:55.269006,22.7825927734375,44.268798828125,910,13,419
2024-11-28 22:43:59.890170,22.809295654296875,44.25506591796875,911,21,427
2024-11-28 22:44:04.645040,22.779922485351562,44.27490234375,911,26,417
2024-11-28 22:44:09.311062,22.75054931640625,44.25811767578125,911,9,400
2024-11-28 22:44:13.881870,22.77191162109375,44.34051513671875,913,0,400
2024-11-28 22:44:18.527261,22.798614501953125,44.2413330078125,913,0,400
2024-11-28 22:44:23.198511,22.79327392578125,44.2840576171875,915,13,437
2024-11-28 22:44:27.876529,22.803955078125,44.2779541015625,917,28,416
2024-11-28 22:44:32.515845,22.801284790039062,44.27490234375,920,0,400
2024-11-28 22:44:37.090048,22.785263061523438,44.24285888671875,923,16,433
2024-11-28 22:44:41.761473,22.7825927734375,44.2779541015625,925,10,400
2024-11-28 22:44:46.556958,22.795944213867188,44.25811767578125,924,9,401
2024-11-28 22:44:51.076754,22.790603637695312,44.27947998046875,924,0,400
2024-11-28 22:44:55.731922,22.774581909179688,44.3145751953125,924,0,407
2024-11-28 22:45:00.475281,22.777252197265625,44.34814453125,925,12,422
2024-11-28 22:45:05.082709,22.801284790039062,44.30389404296875,926,5,400
2024-11-28 22:45:09.755818,22.766571044921875,44.28253173828125,926,0,400
2024-11-28 22:45:14.311337,22.763900756835938,44.2596435546875,927,0,400
2024-11-28 22:45:19.046658,22.77191162109375,44.34051513671875,926,0,400
2024-11-28 22:45:23.755120,22.777252197265625,44.27947998046875,929,0,400
2024-11-28 22:45:28.300785,22.766571044921875,44.293212890625,928,0,400
2024-11-28 22:45:32.966796,22.766571044921875,44.22454833984375,929,0,400
2024-11-28 22:45:37.630947,22.753219604492188,44.2230224609375,931,0,400
2024-11-28 22:45:42.291904,22.76123046875,44.21539306640625,931,0,400
2024-11-28 22:45:46.972748,22.766571044921875,44.28253173828125,933,3,400
2024-11-28 22:45:51.634918,22.75054931640625,44.21844482421875,932,19,403
2024-11-28 22:45:56.282340,22.734527587890625,44.2626953125,934,10,400
2024-11-28 22:46:00.969826,22.7398681640625,44.29931640625,934,2,400
2024-11-28 22:46:05.564456,22.726516723632812,44.24896240234375,935,0,400
2024-11-28 22:46:10.237969,22.742538452148438,44.3145751953125,936,0,400
2024-11-28 22:46:14.875967,22.745208740234375,44.317626953125,938,0,400
2024-11-28 22:46:19.554521,22.731857299804688,44.23828125,939,3,400
2024-11-28 22:46:24.145827,22.753219604492188,44.30084228515625,940,9,400
2024-11-28 22:46:28.816773,22.753219604492188,44.3603515625,942,21,405
2024-11-28 22:46:33.478008,22.723846435546875,44.3145751953125,944,17,400
2024-11-28 22:46:38.100280,22.726516723632812,44.38629150390625,946,7,400
2024-11-28 22:46:42.799539,22.70782470703125,44.3878173828125,945,0,400
2024-11-28 22:46:47.470543,22.726516723632812,44.41680908203125,945,0,400
2024-11-28 22:46:52.179637,22.713165283203125,44.39544677734375,944,0,400
2024-11-28 22:46:56.850452,22.713165283203125,44.43511962890625,944,0,400
2024-11-28 22:47:01.432866,22.713165283203125,44.39544677734375,946,6,400
2024-11-28 22:47:06.001520,22.681121826171875,44.384765625,947,0,400
2024-11-28 22:47:10.712093,22.678451538085938,44.41986083984375,946,0,400
2024-11-28 22:47:15.367069,22.6544189453125,44.43206787109375,946,13,400
2024-11-28 22:47:19.990998,22.659759521484375,44.45037841796875,946,12,400
2024-11-28 22:47:24.766203,22.659759521484375,44.439697265625,946,15,400
2024-11-28 22:47:29.335806,22.659759521484375,44.45037841796875,946,0,400
2024-11-28 22:47:34.024846,22.691802978515625,44.4122314453125,946,0,400
2024-11-28 22:47:38.615135,22.657089233398438,44.39697265625,948,2,400
2024-11-28 22:47:43.373206,22.673110961914062,44.39239501953125,950,0,400
2024-11-28 22:47:48.022909,22.659759521484375,44.390869140625,952,2,400
2024-11-28 22:47:52.681067,22.635726928710938,44.43206787109375,952,0,400
2024-11-28 22:47:57.269284,22.651748657226562,44.40765380859375,954,13,409
2024-11-28 22:48:01.969081,22.667770385742188,44.46258544921875,954,10,400
2024-11-28 22:48:06.553395,22.659759521484375,44.37103271484375,954,6,400
2024-11-28 22:48:11.203084,22.662429809570312,44.3756103515625,954,4,400
2024-11-28 22:48:15.834837,22.649078369140625,44.40460205078125,954,0,400
2024-11-28 22:48:20.538298,22.667770385742188,44.38323974609375,954,0,400
2024-11-28 22:48:25.185910,22.633056640625,44.42901611328125,959,0,400
2024-11-28 22:48:29.873904,22.649078369140625,44.4244384765625,962,0,400
2024-11-28 22:48:34.471370,22.64373779296875,44.43511962890625,962,0,400
2024-11-28 22:48:39.223228,22.649078369140625,44.46258544921875,964,0,400
2024-11-28 22:48:43.761673,22.657089233398438,44.41680908203125,964,3,400
2024-11-28 22:48:48.389625,22.670440673828125,44.3878173828125,964,7,400
2024-11-28 22:48:53.060820,22.6544189453125,44.38323974609375,964,4,400
2024-11-28 22:48:57.756881,22.670440673828125,44.39849853515625,964,2,400
2024-11-28 22:49:02.436198,22.67578125,44.41680908203125,962,0,400
2024-11-28 22:49:07.055265,22.659759521484375,44.390869140625,961,0,400
2024-11-28 22:49:11.726140,22.651748657226562,44.43817138671875,959,0,400
2024-11-28 22:49:16.437147,22.678451538085938,44.342041015625,960,0,400
2024-11-28 22:49:21.077957,22.66510009765625,44.3695068359375,962,0,400
2024-11-28 22:49:25.627355,22.678451538085938,44.38018798828125,963,2,400
2024-11-28 22:49:30.298100,22.678451538085938,44.390869140625,963,0,400
2024-11-28 22:49:34.945183,22.678451538085938,44.4305419921875,963,0,400
2024-11-28 22:49:39.640179,22.6544189453125,44.42291259765625,966,2,400
2024-11-28 22:49:44.267469,22.678451538085938,44.38018798828125,965,4,400
2024-11-28 22:49:48.994534,22.659759521484375,44.3511962890625,964,4,400
2024-11-28 22:49:53.647395,22.651748657226562,44.378662109375,964,0,400
2024-11-28 22:49:58.314881,22.681121826171875,44.384765625,965,0,400
