timestamp,temperature,humidity,co2,tvoc,eco2
2024-11-28 13:59:41.335861,21.997528076171875,44.5770263671875,828,1,400
2024-11-28 13:59:45.934444,22.042922973632812,45.24688720703125,848,0,469
2024-11-28 13:59:50.578058,21.98150634765625,45.71380615234375,810,0,450
2024-11-28 13:59:55.258881,21.880035400390625,46.0968017578125,806,0,447
2024-11-28 13:59:59.931530,21.78924560546875,46.50726318359375,782,0,452
2024-11-28 14:00:04.618864,21.743850708007812,46.8658447265625,801,0,452
2024-11-28 14:00:09.236308,21.6717529296875,47.16644287109375,791,0,454
2024-11-28 14:00:13.879907,21.578292846679688,47.45941162109375,795,0,457
2024-11-28 14:00:18.515539,21.524887084960938,47.760009765625,792,0,447
2024-11-28 14:00:23.216046,21.463470458984375,47.99957275390625,794,0,440
2024-11-28 14:00:27.894995,21.410064697265625,48.22998046875,796,0,447
2024-11-28 14:00:32.511866,21.388702392578125,48.43292236328125,798,0,426
2024-11-28 14:00:37.208354,21.353988647460938,48.6175537109375,798,0,434
2024-11-28 14:00:41.747216,21.3299560546875,48.75335693359375,797,2,458
2024-11-28 14:00:46.480303,21.324615478515625,48.9044189453125,797,2,462
2024-11-28 14:00:51.128202,21.279220581054688,49.0234375,798,5,483
2024-11-28 14:00:55.850025,21.263198852539062,49.139404296875,799,1,465
2024-11-28 14:01:00.385311,21.252517700195312,49.2218017578125,799,6,470
2024-11-28 14:01:05.076623,21.257858276367188,49.334716796875,799,0,455
2024-11-28 14:01:09.648928,21.228485107421875,49.3804931640625,798,0,465
2024-11-28 14:01:14.401657,21.21246337890625,49.43389892578125,799,0,448
2024-11-28 14:01:19.095840,21.19110107421875,49.4903564453125,802,0,448
2024-11-28 14:01:23.720393,21.196441650390625,49.5513916015625,803,0,448
2024-11-28 14:01:28.291642,21.207122802734375,49.52239990234375,804,0,453
2024-11-28 14:01:32.931083,21.21246337890625,49.6246337890625,805,0,468
2024-11-28 14:01:37.581860,21.215133666992188,49.61700439453125,807,0,472
2024-11-28 14:01:42.328637,21.207122802734375,49.67041015625,806,0,456
2024-11-28 14:01:46.897041,21.241836547851562,49.64141845703125,807,0,463
2024-11-28 14:01:51.667608,21.257858276367188,49.69329833984375,810,0,483
2024-11-28 14:01:56.192743,21.273880004882812,49.73602294921875,811,0,474
2024-11-28 14:02:00.859990,21.284561157226562,49.7283935546875,811,0,471
2024-11-28 14:02:05.531890,21.30859375,49.70703125,812,0,467
2024-11-28 14:02:10.209017,21.332626342773438,49.6429443359375,814,0,472
2024-11-28 14:02:14.784084,21.332626342773438,49.578857421875,816,0,454
2024-11-28 14:02:19.532344,21.36199951171875,49.59564208984375,814,0,446
2024-11-28 14:02:24.100474,21.375350952148438,49.5086669921875,817,0,443
2024-11-28 14:02:28.806736,21.391372680664062,49.4659423828125,819,0,461
2024-11-28 14:02:33.456975,21.399383544921875,49.517822265625,819,0,480
2024-11-28 14:02:38.080438,21.42608642578125,49.45831298828125,821,0,469
2024-11-28 14:02:42.720586,21.42608642578125,49.4171142578125,820,0,453
2024-11-28 14:02:47.422998,21.474151611328125,49.322509765625,821,0,452
2024-11-28 14:02:52.104413,21.463470458984375,49.24468994140625,823,0,459
2024-11-28 14:02:56.694541,21.5008544921875,49.15771484375,825,0,485
2024-11-28 14:03:01.430431,21.527557373046875,49.1302490234375,825,0,474
2024-11-28 14:03:06.105877,21.5435791015625,49.11041259765625,825,0,468
2024-11-28 14:03:10.763663,21.551589965820312,49.0997314453125,825,0,453
2024-11-28 14:03:15.353252,21.567611694335938,49.0692138671875,826,0,460
2024-11-28 14:03:19.944295,21.602325439453125,49.00054931640625,831,0,467
2024-11-28 14:03:24.632422,21.623687744140625,48.90289306640625,832,0,471
2024-11-28 14:03:29.280325,21.650390625,48.8555908203125,835,0,472
2024-11-28 14:03:33.978567,21.68243408203125,48.81591796875,836,0,483
2024-11-28 14:03:38.620955,21.68243408203125,48.7945556640625,840,0,459
2024-11-28 14:03:43.267766,21.701126098632812,48.82049560546875,840,0,465
2024-11-28 14:03:47.944130,21.7144775390625,48.7548828125,842,0,499
2024-11-28 14:03:52.542789,21.738510131835938,48.75640869140625,845,2,506
2024-11-28 14:03:57.290766,21.778564453125,48.6846923828125,844,8,500
2024-11-28 14:04:01.822160,21.783905029296875,48.63128662109375,844,5,490
2024-11-28 14:04:06.568237,21.807937622070312,48.6328125,845,11,503
2024-11-28 14:04:11.137466,21.847991943359375,48.61297607421875,847,10,490
2024-11-28 14:04:15.809318,21.839981079101562,48.61297607421875,848,9,491
2024-11-28 14:04:20.483386,21.882705688476562,48.61907958984375,852,4,489
2024-11-28 14:04:25.094628,21.898727416992188,48.55804443359375,855,5,500
2024-11-28 14:04:29.764957,21.922760009765625,48.47869873046875,854,11,503
2024-11-28 14:04:34.475835,21.962814331054688,48.44970703125,856,11,500
2024-11-28 14:04:39.108190,21.949462890625,48.34136962890625,856,23,524
2024-11-28 14:04:43.814457,21.978836059570312,48.1964111328125,857,21,494
2024-11-28 14:04:48.393571,22.000198364257812,48.19488525390625,858,14,486
2024-11-28 14:04:52.989333,22.040252685546875,48.199462890625,859,5,483
2024-11-28 14:04:57.733348,22.0562744140625,48.13995361328125,863,5,497
2024-11-28 14:05:02.324354,22.085647583007812,48.08807373046875,862,0,488
2024-11-28 14:05:07.080820,22.117691040039062,48.040771484375,862,0,491
2024-11-28 14:05:11.706137,22.149734497070312,48.05450439453125,865,0,489
2024-11-28 14:05:16.258753,22.147064208984375,47.96905517578125,865,0,478
2024-11-28 14:05:20.983065,22.181777954101562,47.906494140625,867,0,489
2024-11-28 14:05:25.546214,22.205810546875,47.85919189453125,869,0,496
2024-11-28 14:05:30.257488,22.219161987304688,47.796630859375,871,2,479
2024-11-28 14:05:34.875153,22.2271728515625,47.69744873046875,871,2,495
2024-11-28 14:05:39.598054,22.253875732421875,47.6837158203125,871,1,499
2024-11-28 14:05:44.222646,22.275238037109375,47.613525390625,874,5,499
2024-11-28 14:05:48.918082,22.317962646484375,47.61199951171875,873,4,508
2024-11-28 14:05:53.505965,22.320632934570312,47.60589599609375,870,13,516
2024-11-28 14:05:58.180585,22.3553466796875,47.51434326171875,870,7,510
2024-11-28 14:06:02.890979,22.3553466796875,47.5341796875,869,6,521
2024-11-28 14:06:07.536386,22.382049560546875,47.4517822265625,870,12,512
2024-11-28 14:06:12.140499,22.40875244140625,47.42889404296875,871,17,517
2024-11-28 14:06:16.828292,22.41943359375,47.40447998046875,868,6,512
2024-11-28 14:06:21.395169,22.432785034179688,47.42279052734375,869,5,508
2024-11-28 14:06:26.053437,22.459487915039062,47.381591796875,871,4,513
2024-11-28 14:06:30.766480,22.49420166015625,47.41973876953125,873,0,500
2024-11-28 14:06:35.334104,22.502212524414062,47.381591796875,875,4,502
2024-11-28 14:06:40.084929,22.523574829101562,47.30224609375,878,0,507
